PassengerId,Survived
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,1
PassengerId,1
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,1
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,1
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,1
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,1
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,1
PassengerId,1
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,1
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,1
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,1
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,1
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
PassengerId,1
PassengerId,0
PassengerId,0
